request_id,evaluation_id,run_id,item_begin,is_success,is_excluded,hard_failure,cycle_length_in_seconds,ml_model
KBFNw43zERr1WGK6CXwo/Q==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:30:21.405345 UTC,TRUE,FALSE,FALSE,7.368,model_A
hclsGaOpzSTeWgpEb69jtg==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:30:28.774029 UTC,TRUE,FALSE,FALSE,9.79,model_A
d/wPtezrKu9FEbSTowc3GQ==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:30:38.564867 UTC,TRUE,FALSE,FALSE,26.598,model_A
IemE8RpB603a5Yvn+B9UYg==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:31:05.163157 UTC,TRUE,FALSE,FALSE,5.302,model_A
BFYK5q27+oLqINjGXtJ7Ew==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:31:10.466129 UTC,TRUE,FALSE,FALSE,13.878,model_A
d3fgBUn3rtmjGnd1g5J3LA==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:31:24.344753 UTC,TRUE,FALSE,FALSE,6.355,model_A
//KEbGAZ/J7hyfICi60cMQ==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:31:30.700747 UTC,FALSE,FALSE,FALSE,29.172,model_A
Rrm94aKSRJPjhDMROabJZA==,6004,20211124-172414-XjDE2FHI,2021-11-24 17:32:37.383727 UTC,FALSE,FALSE,TRUE,16.242,model_A
j2a0Qv+O3VPCkCp8zMelxA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:03.920198 UTC,TRUE,FALSE,FALSE,5.989,model_A
D1V8AsYCMa9OlxQT9pAwVg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:09.910061 UTC,TRUE,FALSE,FALSE,11.491,model_A
9d1PyckPb2BRow3OE3ajbA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:21.401953 UTC,TRUE,FALSE,FALSE,5.144,model_A
bBKWUdebKe3TJH0R+alX5g==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:26.546775 UTC,TRUE,FALSE,FALSE,9.012,model_A
jSm9oLkdRqRdxX4vjEVwSQ==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:35.559606 UTC,TRUE,FALSE,FALSE,4.873,model_A
cCtXqmaFYRraxX/ZSpmjNA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:40.433581 UTC,TRUE,FALSE,FALSE,4.971,model_A
p4Af9rfjqRGiGbLPz+kZsg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:45.405378 UTC,TRUE,FALSE,FALSE,6.532,model_A
PWdlspQEJvddcQ+Twb/o/g==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:51.937826 UTC,TRUE,FALSE,FALSE,5.01,model_A
fF5kMfvC6SUSsjZPZ3mr0g==,6024,20211124-230617-ijunpxGs,2021-11-24 23:07:56.94881 UTC,TRUE,FALSE,FALSE,4.906,model_A
I3X7MzNgGujY9JHJe+WHhQ==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:01.855298 UTC,TRUE,FALSE,FALSE,4.851,model_A
DSl890+dg9IpVHxU8vKEjQ==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:06.7069 UTC,TRUE,FALSE,FALSE,4.984,model_A
tV1Q+1kOqZdwgHG64ZYUZg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:11.691148 UTC,TRUE,FALSE,FALSE,5.195,model_A
aJZmnK/rbLJJCMqaF6aN4g==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:16.886567 UTC,TRUE,FALSE,FALSE,5.064,model_A
aBjP5t/UZa4JgSnVLr7U+g==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:21.951509 UTC,TRUE,FALSE,FALSE,5.16,model_A
BJV04z8XsAjr/foqXVtlaA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:27.112094 UTC,TRUE,FALSE,FALSE,4.989,model_A
3Lh7p2/kw5ULBYhvc6529w==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:32.101735 UTC,TRUE,FALSE,FALSE,5.251,model_A
YK8iIndaJsVIXXhTa+omNQ==,6024,20211124-230617-ijunpxGs,2021-11-24 23:08:37.353651 UTC,FALSE,TRUE,FALSE,0.585,model_A
V9s5d4Y8l+i/9wuIn7eTKA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:10:21.887632 UTC,TRUE,FALSE,FALSE,5.739,model_A
O0cXH8d/F0/QY8smQgtfmw==,6024,20211124-230617-ijunpxGs,2021-11-24 23:10:27.627326 UTC,TRUE,FALSE,FALSE,14.081,model_A
FNYK9GXAfbT2odrxCm2Jew==,6024,20211124-230617-ijunpxGs,2021-11-24 23:10:41.708649 UTC,TRUE,FALSE,FALSE,5.082,model_A
Henrl8uNwJ0OhhaXMHHWrg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:10:46.79154 UTC,TRUE,FALSE,FALSE,4.743,model_A
zJ/fTMuPAARtFSvU2SQb1Q==,6024,20211124-230617-ijunpxGs,2021-11-24 23:10:51.534929 UTC,TRUE,FALSE,FALSE,11.756,model_A
IAoh5MVIhKZ44roFflvmMw==,6024,20211124-230617-ijunpxGs,2021-11-24 23:11:03.291607 UTC,FALSE,FALSE,TRUE,6.174,model_A
rkEbjZja+1p32tA1/MzO1w==,6024,20211124-230617-ijunpxGs,2021-11-24 23:11:22.745565 UTC,FALSE,FALSE,TRUE,7.254,model_A
6lT0xK6ZT4OC5ilcKIE/og==,6024,20211124-230617-ijunpxGs,2021-11-24 23:11:54.643445 UTC,TRUE,FALSE,FALSE,5.802,model_A
DmHPha7kNucqe+8Jl8leUA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:00.445992 UTC,TRUE,FALSE,FALSE,5.092,model_A
ILTKUFFOHaeo9AZJci8ApQ==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:05.538174 UTC,TRUE,FALSE,FALSE,4.953,model_A
JZG0Z0CHkwjvF6ERJKCokA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:10.492067 UTC,TRUE,FALSE,FALSE,5.216,model_A
o042b7b3AtQBEKhP6L9zWA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:15.708672 UTC,TRUE,FALSE,FALSE,9.534,model_A
gVK8dUrrhaJej7tLw5gDvg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:25.2429 UTC,TRUE,FALSE,FALSE,31.147,model_A
48c7P/VK+P6Mta+13L5SYw==,6024,20211124-230617-ijunpxGs,2021-11-24 23:12:56.39004 UTC,TRUE,FALSE,FALSE,5.143,model_A
iP5ecEcIZQRa/UGKHlcmwg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:13:01.533387 UTC,TRUE,FALSE,FALSE,5.259,model_A
PFQFqf+F36oz8DbXRGpzTA==,6024,20211124-230617-ijunpxGs,2021-11-24 23:13:06.792902 UTC,TRUE,FALSE,FALSE,5.103,model_A
1TboAb4R4nNLZlcB/Ymqmg==,6024,20211124-230617-ijunpxGs,2021-11-24 23:13:11.896816 UTC,FALSE,TRUE,FALSE,0.609,model_A
gdeL3qewfYI+sj3l0AuuWg==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:10.840642 UTC,FALSE,FALSE,TRUE,8.764,model_B
+8BBvpUMv+0JZrwI11P+pA==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:31.468552 UTC,FALSE,FALSE,TRUE,6.427,model_B
rmM0Hc4KHFlcxvVIkfHG/Q==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:41.641798 UTC,TRUE,FALSE,FALSE,5.482,model_B
n+R2X7Z/dribXY5rD4ixtg==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:47.123849 UTC,TRUE,FALSE,FALSE,5.606,model_B
rDvdM6Lt70o5SwHytdC6Ww==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:52.73018 UTC,TRUE,FALSE,FALSE,5.257,model_B
CFuubCeVnM3jjROy/CZdqA==,6049,20211125-182628-xVunkAVE,2021-11-25 18:27:57.987782 UTC,FALSE,FALSE,TRUE,6.015,model_B
0WfJHBJ3fAC8hsRHhx1Ghw==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:17.430079 UTC,TRUE,FALSE,FALSE,5.754,model_B
mPDtsH41NFNYMaSGPzFjxw==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:23.184697 UTC,TRUE,FALSE,FALSE,4.994,model_B
ZRaHIRyithBZbbWmn2mvCQ==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:28.17883 UTC,TRUE,FALSE,FALSE,5.304,model_B
Zk3gZUPFkj83s7Yi0SAd3g==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:33.483229 UTC,FALSE,FALSE,TRUE,5.65,model_B
5W4l0IjD6yJcAO7iBJrjQA==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:42.437427 UTC,FALSE,FALSE,TRUE,5.948,model_B
s+nReuzN67549oIroX3FPQ==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:52.609816 UTC,TRUE,FALSE,FALSE,5.927,model_B
/LEz6UQyAH0S7gjR1SDVeQ==,6049,20211125-182628-xVunkAVE,2021-11-25 18:28:58.537501 UTC,TRUE,FALSE,FALSE,4.594,model_B
X5ms03UOAwA4j9kjnJorZg==,6049,20211125-182628-xVunkAVE,2021-11-25 18:29:03.131585 UTC,TRUE,FALSE,FALSE,4.905,model_B
g++SRU2BRycU50NpZnxENg==,6049,20211125-182628-xVunkAVE,2021-11-25 18:29:08.03757 UTC,TRUE,FALSE,FALSE,4.855,model_B
XTUFFw8qw2byZdHFdlDrdg==,6049,20211125-182628-xVunkAVE,2021-11-25 18:29:12.892954 UTC,FALSE,FALSE,TRUE,5.616,model_B
WI0qCGj+M7UQNHnFmuVIkw==,6049,20211125-182628-xVunkAVE,2021-11-25 18:29:21.591268 UTC,FALSE,TRUE,FALSE,1.041,model_B
t3DJ5EVELM/oAy2l4en8vw==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:04.051423 UTC,TRUE,FALSE,FALSE,6.375,model_B
zbAHPW2Fhu6uSI825B1F7w==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:10.426729 UTC,TRUE,FALSE,FALSE,4.804,model_B
qVhy++ojD4hdemau8a+j6Q==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:15.231465 UTC,TRUE,FALSE,FALSE,4.848,model_B
C5Hqpa1grnEsSPU1CuxI5A==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:20.079573 UTC,TRUE,FALSE,FALSE,4.795,model_B
2OmL8Q1RGQZeWYNfMqHKjw==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:24.874926 UTC,TRUE,FALSE,FALSE,4.593,model_B
urPiGlWh0cZwVwC6o2qmcQ==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:29.468732 UTC,TRUE,FALSE,FALSE,4.823,model_B
8AZEH1GMUv0Z3BK91pr7TA==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:34.292671 UTC,TRUE,FALSE,FALSE,4.83,model_B
K855rw+y/pVg3Yd7chs78w==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:39.123161 UTC,TRUE,FALSE,FALSE,5.154,model_B
TNTXEioLvPDcf5UYKdzBzw==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:44.277863 UTC,TRUE,FALSE,FALSE,4.608,model_B
qeQEx+06ghZvdUFNLLkksg==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:48.88636 UTC,TRUE,FALSE,FALSE,4.837,model_B
HFK2F6/pMLHtIJbds3Ai2g==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:53.724076 UTC,TRUE,FALSE,FALSE,5.469,model_B
FxtTqo2VhiMJtaOhM1r5/Q==,6052,20211125-215533-Hmqy616I,2021-11-25 21:57:59.193944 UTC,TRUE,FALSE,FALSE,5.09,model_B
PX0Xsa/vPQNHNbUpVzAWnw==,6052,20211125-215533-Hmqy616I,2021-11-25 21:58:04.284569 UTC,FALSE,TRUE,FALSE,0.707,model_B
nzsaQiSGtvcty3udU4+wcA==,6052,20211125-215533-Hmqy616I,2021-11-25 21:59:55.105934 UTC,FALSE,TRUE,FALSE,0.884,model_B
2kn1cLvftL8unBYsUQYV1A==,6052,20211125-215533-Hmqy616I,2021-11-25 22:02:13.449563 UTC,FALSE,TRUE,FALSE,0.839,model_B
IMZJqZFkwmB6/YygkiLB5A==,6052,20211125-215533-Hmqy616I,2021-11-25 22:02:24.545225 UTC,FALSE,TRUE,FALSE,1.006,model_B
5MB4DkeQm2rz2Vui8XbpJQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:28.030554 UTC,TRUE,FALSE,FALSE,6.485,model_B
2gWbZoFLeb+SP5K8c4eIuA==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:34.516124 UTC,TRUE,FALSE,FALSE,4.721,model_B
YjxB9JgPsToWDBtPB6B6Vw==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:39.237919 UTC,TRUE,FALSE,FALSE,5.338,model_B
GwwChEpjERLP6ZttC07+8Q==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:44.576112 UTC,TRUE,FALSE,FALSE,4.606,model_B
lPZNd4w696IMapd8VaFNYQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:49.182376 UTC,TRUE,FALSE,FALSE,5.193,model_B
Uvir5RMmzzEr1ymTz0qGug==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:54.376289 UTC,TRUE,FALSE,FALSE,4.595,model_B
+Gn4EG2HyJyUMshSFBh0KQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:46:58.971826 UTC,TRUE,FALSE,FALSE,5.22,model_B
UthXuF9CV0hlJvje2gLo9A==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:04.192477 UTC,TRUE,FALSE,FALSE,4.727,model_B
WlZITvYR1xHCvRYljcmvXQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:08.919658 UTC,TRUE,FALSE,FALSE,5.248,model_B
RA2vB5RDZhV/aA5vjfbbxg==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:14.168407 UTC,TRUE,FALSE,FALSE,5.082,model_B
td5fXxqQp5EekAnF1P43PA==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:19.250479 UTC,TRUE,FALSE,FALSE,5.376,model_B
Th7rgIpUKUk5PCVlq6liVg==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:24.626601 UTC,TRUE,FALSE,FALSE,5.357,model_B
YneCCvjFdEuxsBdUc7vQlQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:29.983665 UTC,TRUE,FALSE,FALSE,4.74,model_B
h5ou6P1yAd1qvcWj0xRr+g==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:34.724047 UTC,TRUE,FALSE,FALSE,4.988,model_B
QQUd+32XOR4kbRU+q5pvVw==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:39.712516 UTC,TRUE,FALSE,FALSE,4.624,model_B
QYupgk4AyZ+0FuUbZLi2fA==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:44.337236 UTC,TRUE,FALSE,FALSE,4.63,model_B
LAHn8Ka8Jqd/jPOO51qD7Q==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:47:48.968232 UTC,FALSE,TRUE,FALSE,0.492,model_B
TBJQepumtIzCZS42eB8ZdQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:51:00.958279 UTC,TRUE,FALSE,FALSE,6.718,model_B
5hDFFRixf+5KCZd2zPx1ew==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:51:07.677142 UTC,TRUE,FALSE,FALSE,4.681,model_B
JVa8a0dIS4cQZpzOe769Gw==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:51:12.358232 UTC,TRUE,FALSE,FALSE,5.108,model_B
rn2fYITVdCjrzGUTBzeMrQ==,6052,20211125-214523-CzWmuqAY,2021-11-25 21:51:17.467046 UTC,TRUE,FALSE,FALSE,6.904,model_B
fh/yXNmIibAcGmvgYwZOpg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:25:07.423579 UTC,FALSE,FALSE,TRUE,7.676,model_B
2Fc08tHxFt0K/Ia/4H/poA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:25:18.421689 UTC,TRUE,FALSE,FALSE,8.172,model_B
ZzozChE0r6Y8zlD+xLIGaA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:25:26.593869 UTC,FALSE,FALSE,FALSE,19.874,model_B
6S1+zqoGY0HtEc6DQFH+sQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:26:14.015903 UTC,TRUE,FALSE,FALSE,14.612,model_B
SjXu1DhxuTOGW/IHxZJinA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:26:28.628152 UTC,FALSE,FALSE,FALSE,19.156,model_B
eV44g4OiEvTUuw5UqES/IQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:26:54.958162 UTC,FALSE,FALSE,TRUE,11.037,model_B
uu0XqgnajIKxRxphXdifhw==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:27:12.606446 UTC,FALSE,FALSE,FALSE,19.255,model_B
mY5E6hZ4R84Qhx8Mce0/2w==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:27:35.706891 UTC,TRUE,FALSE,FALSE,21.791,model_B
4k9BojUoPj3WLQiiGK0FWQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:27:57.498748 UTC,TRUE,FALSE,FALSE,12.286,model_B
bUBJD0cVdxPa+C0BXBqVcg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:28:09.785509 UTC,TRUE,FALSE,FALSE,9.513,model_B
cF53kjRjtvtrwHRPla6FHQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:28:19.298722 UTC,FALSE,FALSE,TRUE,10.809,model_B
5YOCV5oK+jLFTPaiz5704g==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:28:50.397865 UTC,FALSE,FALSE,TRUE,8.864,model_B
VdhHdU5RZyHeQGZX3cNkSQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:29:11.071653 UTC,FALSE,FALSE,FALSE,27.367,model_B
S3zOfrhWBHTMOaKYA6EWSA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:30:02.464172 UTC,FALSE,FALSE,FALSE,27.513,model_B
+zZFh+T9tadWEismBZgcHg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:30:36.060865 UTC,FALSE,FALSE,FALSE,28.815,model_B
hwKkE0wuO0ruh3VM/yMQZg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:32:40.43991 UTC,FALSE,FALSE,FALSE,19.316,model_B
wPvxADGETExBlNjeE2OzOQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:34:05.346679 UTC,FALSE,FALSE,FALSE,2.389,model_B
VW3rcL4Rp/eu5T09a6l8AQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:35:07.091231 UTC,FALSE,FALSE,FALSE,2.784,model_B
yakBcxXL/ps5UfKnAS+ejg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:37:54.588915 UTC,FALSE,FALSE,TRUE,8.017,model_B
JFQMOZF4YNGn/xX8r+Kpdg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:38:12.756988 UTC,TRUE,FALSE,FALSE,6.285,model_B
7uPOlxv/gLZw9McLdfvsLQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:38:19.042056 UTC,FALSE,FALSE,TRUE,7.296,model_B
QFltmSlbj45CbV6F7jmbZg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:39:14.558652 UTC,FALSE,FALSE,TRUE,15.557,model_B
/yKCLSbamwIakBuIfsUsKw==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:39:45.807552 UTC,FALSE,FALSE,TRUE,11.567,model_B
Di28sWMfWc4JNPDoAEdZsA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:40:22.640631 UTC,TRUE,FALSE,FALSE,14.944,model_B
KgsIE6Mk7Ji+9nlCs1EkUQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:40:37.584678 UTC,TRUE,FALSE,FALSE,5.452,model_B
N+pcziuz2HCCBNJlDf1AUg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:40:43.037128 UTC,TRUE,FALSE,FALSE,4.553,model_B
ZOKBjlSx8QM/onHGtVQRbg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:40:47.590853 UTC,TRUE,FALSE,FALSE,5.348,model_B
eOMM9y1zVO23p7tw0PClfw==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:40:52.939316 UTC,FALSE,FALSE,TRUE,6.338,model_B
pKOwSVTdirz9opsHtUSjYQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:41:13.408102 UTC,TRUE,FALSE,FALSE,5.995,model_B
fcpb+BQH1W9NisPufOFhXA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:41:19.403696 UTC,FALSE,FALSE,TRUE,6.657,model_B
3kTdihB6C3qXNd0WUxATTg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:42:25.822078 UTC,TRUE,FALSE,FALSE,15.479,model_B
3ktbp6rGJdG756U68fgOCQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:42:41.301918 UTC,TRUE,FALSE,FALSE,9.181,model_B
GegyNjRWLcyUdi6UdT21yQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:42:50.483042 UTC,FALSE,FALSE,TRUE,12.454,model_B
fgAon7GJBtXIiR8/Jop0rQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:44:14.586255 UTC,FALSE,FALSE,FALSE,1,model_B
est/mjddlOvm/HGnds62Tg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:44:28.063971 UTC,TRUE,FALSE,FALSE,5.625,model_B
hHSgIzs01HxcOlGhC8tyFg==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:44:33.689261 UTC,FALSE,TRUE,FALSE,1.184,model_B
5asBgqx0634d1LGRecvAyQ==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:45:10.590258 UTC,FALSE,TRUE,FALSE,0.84,model_B
N8eZPIsVWuE+CF/9XXWAsA==,6068,20211125-202227-0e9KuWPt,2021-11-25 20:45:44.472842 UTC,FALSE,TRUE,FALSE,0.921,model_B
eyGfSGoMGgmfBWveQQTa0A==,6071,20211125-220711-TvgmP87J,2021-11-25 22:07:49.785242 UTC,FALSE,FALSE,TRUE,14.242,model_B
TEqk8G9xtsCvMjyb3Qf22A==,6071,20211125-220711-TvgmP87J,2021-11-25 22:08:04.02756 UTC,TRUE,FALSE,FALSE,5.545,model_B
BHhL7SnzuYAyGBGWV/zZBg==,6071,20211125-220711-TvgmP87J,2021-11-25 22:08:09.573529 UTC,TRUE,FALSE,FALSE,4.987,model_B
QrVdULnXS1EODrmE2HzU7g==,6071,20211125-220711-TvgmP87J,2021-11-25 22:08:14.561182 UTC,TRUE,FALSE,FALSE,4.857,model_B
q46A+DyoLW8Yk7B6DqQq7w==,6071,20211125-220711-TvgmP87J,2021-11-25 22:08:19.418502 UTC,TRUE,FALSE,FALSE,7.205,model_B
uPGZShgXkKLo16yhS1r4iw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:08:26.623808 UTC,FALSE,FALSE,TRUE,15.663,model_B
SXBzPFhvg8kgypZVRMgKJw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:12.745302 UTC,TRUE,FALSE,FALSE,7.515,model_B
HXiJY/f2XpS+jIGTGiCnGA==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:20.26111 UTC,TRUE,FALSE,FALSE,4.899,model_B
pt87bH+eRmKZ+uNPaa1eEw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:25.160154 UTC,TRUE,FALSE,FALSE,9.604,model_B
fMAAO/nWirzDrbW7iXq4iQ==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:34.764451 UTC,TRUE,FALSE,FALSE,6.962,model_B
cH6c3CfxIgXTORj0l823Ng==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:41.726941 UTC,TRUE,FALSE,FALSE,14.839,model_B
pKAHMVi7Io25Ens9fsJN1w==,6071,20211125-220711-TvgmP87J,2021-11-25 22:11:56.565966 UTC,TRUE,FALSE,FALSE,14.693,model_B
wWzmmKW75TA9o1qOuMVj+w==,6071,20211125-220711-TvgmP87J,2021-11-25 22:12:11.259648 UTC,TRUE,FALSE,FALSE,10.268,model_B
TSSS1NCf26uomt4HRtF/xg==,6071,20211125-220711-TvgmP87J,2021-11-25 22:12:21.528207 UTC,TRUE,FALSE,FALSE,5.177,model_B
1SsFAoq7dTfy7Sgt8Hjsiw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:12:26.705995 UTC,TRUE,FALSE,FALSE,5.355,model_B
gyjoD/Ab2//045Yb6Pf9yA==,6071,20211125-220711-TvgmP87J,2021-11-25 22:12:32.061285 UTC,FALSE,TRUE,FALSE,0.9,model_B
jps2zUBwO75s6h9oKMfmVw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:26.321869 UTC,TRUE,FALSE,FALSE,6.69,model_B
GPTnrTrwBnXZ/45jYxTE0Q==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:33.012498 UTC,TRUE,FALSE,FALSE,5.212,model_B
6Iio1IKE4SOfNzQWa/m2hQ==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:38.224515 UTC,TRUE,FALSE,FALSE,5.087,model_B
8lK7Vjck5lfhzEGoPtVbpA==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:43.311727 UTC,TRUE,FALSE,FALSE,6.745,model_B
syicvYtONTzi31xzCjq1IA==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:50.057258 UTC,TRUE,FALSE,FALSE,5.321,model_B
p+WIyx1IwGC+YY4A4WHlPg==,6071,20211125-220711-TvgmP87J,2021-11-25 22:16:55.378887 UTC,TRUE,FALSE,FALSE,11.188,model_B
IUwVzQQSXDP/iuwC5FCUuA==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:06.567785 UTC,TRUE,FALSE,FALSE,5.149,model_B
eiVcpLR0Mcl9R8bVS9Nxig==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:11.717768 UTC,TRUE,FALSE,FALSE,9.653,model_B
4RCj2yirMiXQmktIYyp9ag==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:21.371252 UTC,TRUE,FALSE,FALSE,13.152,model_B
yF30rBJtKQh7ldVS/3yfYQ==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:34.523357 UTC,TRUE,FALSE,FALSE,4.999,model_B
cibp1EgvXwJ+Ofti14le2A==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:39.522745 UTC,TRUE,FALSE,FALSE,4.553,model_B
n736vWNTV5TsWftxtq7d7w==,6071,20211125-220711-TvgmP87J,2021-11-25 22:17:44.076503 UTC,FALSE,FALSE,TRUE,4.461,model_B
spF7qiYFRKSPYEmhclrr+A==,6071,20211125-220711-TvgmP87J,2021-11-25 22:19:12.383748 UTC,TRUE,FALSE,FALSE,6.289,model_B
vTqPaUXapS6RhVwNkCy+Bw==,6071,20211125-220711-TvgmP87J,2021-11-25 22:19:18.672923 UTC,TRUE,FALSE,FALSE,5.043,model_B
